Community,WRF_RH2_Day,WRF_RH2_Night,WRF_T2_Day,WRF_T2_Night,WRF_TSK_Day,WRF_TSK_Night,WRF_TW2_Day,WRF_TW2_Night,WRF_WBGT_Day,WRF_WBGT_Night
NORWOOD PARK,46.94543364262517,69.81527829403129,27.82456322991146,22.916738742543966,35.96503760330472,20.12753605781303,19.172756904562828,18.65834294248056,24.57054075520572,19.9712028317096
ROSELAND,49.0190162658691,71.0698318481445,27.6085144042969,22.886849975586,35.8725982666016,20.2044311523438,19.44970703125,18.9777345657349,24.6931819915771,20.0894060134888
SOUTH DEERING,50.07555820163265,71.40853218071449,27.37866233969635,22.914529310783383,35.68833032403441,20.206229553254488,19.406296319662307,19.02421038080951,24.57364723335198,20.145691745686086
ASHBURN,47.13326211760205,69.08303241050601,28.07774477384519,23.16286426142037,36.194802511995086,20.36175382000256,19.531471016297704,18.95349700422597,24.791691167759115,20.13976991345833
AUBURN GRESHAM,49.24776379858511,71.1903038444848,27.54528695821268,22.874160692146354,35.85156480448123,20.19380109265465,19.421950077804844,18.95990860742392,24.648031569562857,20.088803813699407
BRIDGEPORT,54.3849754333496,73.8924140930176,26.2431121826172,22.5390716552735,35.0665985107422,19.9472137451172,19.02490234375,18.74365234375,24.0765371322632,20.0358686447144
AVONDALE,49.2586708068848,71.3124122619629,27.331430053711,22.7729736328125,36.0976348876953,20.0986724853516,19.11572265625,18.6786136627197,24.4439382553101,19.9908008575439
ARCHER HEIGHTS,47.51430819256172,69.47895477226577,27.962289770453197,23.09794433525405,36.21210063323463,20.313462428042733,19.472630304291727,18.91344003688047,24.782048713453385,20.123851816704928
MOUNT GREENWOOD,46.78976215402704,68.91204867553711,28.199595491108163,23.158243755139857,36.40633129882813,20.39840749640214,19.674049543280397,19.01668366843776,24.901190574646,20.126765828584364
HYDE PARK,53.6881834342263,73.59665172230115,26.41327004172587,22.576688953746512,35.18945889559661,19.976396428888517,19.069677599126653,18.769256789467555,24.13532156510787,20.04322650909428
LOOP,80.5452880859375,79.3177261352539,21.0935150146485,21.2231536865235,19.2289367675781,19.2289367675781,17.1085929870605,17.4745121002197,21.9159364700317,19.1903867721558
PULLMAN,49.0190162658691,71.0698318481445,27.6085144042969,22.886849975586,35.8725982666016,20.2044311523438,19.44970703125,18.9777345657349,24.6931819915771,20.0894060134888
KENWOOD,54.3849754333496,73.8924140930176,26.2431121826172,22.5390716552735,35.0665985107422,19.9472137451172,19.02490234375,18.74365234375,24.0765371322632,20.0358686447144
WOODLAWN,51.273028076488885,72.56700295644933,27.00504919752269,22.707866753652908,35.60532464264682,20.08018252373253,19.22596978150474,18.858934254613317,24.33988396894058,20.06887896389929
LINCOLN SQUARE,51.35760480738196,72.41416691885296,26.80373488320999,22.59121408700093,35.04311291976333,19.98911111499067,18.883354915418668,18.55681579180885,24.1910216307725,19.92030998226586
NORTH PARK,49.93890995533587,72.24112084807537,27.00784363519577,22.596861432595205,35.654958760633285,19.89598045685513,18.877034814269464,18.53942515400145,24.2379973998566,19.91896876582394
WEST ENGLEWOOD,51.03927967777651,72.24732840311158,27.068140999993336,22.749631436803803,35.63825970344242,20.10139947258214,19.244581286319367,18.85855955639701,24.372892328387813,20.07459317991377
RIVERDALE,48.91980476243906,70.5611229743502,27.65480570757739,23.053564873887264,35.698912057701094,20.2598665842827,19.50001332988501,19.05356729542553,24.646573573880136,20.186891382418832
WEST LAWN,47.1270980834961,69.0765380859375,28.0792785644531,23.1637664794922,36.1958557128906,20.3622680664063,19.53173828125,18.9534177780151,24.792013168335,20.1399345397949
IRVING PARK,49.2565922551991,71.31110319635926,27.33187028498621,22.773107823695117,36.09739928110448,20.09868793627652,19.115773380115424,18.678609665893656,24.444035625157586,19.990790583279253
AUSTIN,48.77005554871126,70.8529651171029,27.45675003311851,22.834371613974533,36.04690859679021,20.10405916782343,19.155721352256915,18.69216431240844,24.4972479411147,20.003437491227857
BURNSIDE,49.0190162658691,71.0698318481445,27.6085144042969,22.886849975586,35.8725982666016,20.2044311523438,19.44970703125,18.9777345657349,24.6931819915771,20.0894060134888
EAST SIDE,59.95624854885688,74.4611700796684,25.58812684998391,22.602157271900268,31.17600058874461,20.65491888649347,19.108560553837837,18.959367902845194,24.00858517674203,20.107230416945733
WEST RIDGE,52.690909099067575,73.79087458586174,26.39704118173454,22.348111942595605,35.079019280526616,19.80469460536988,18.738311539309823,18.46165767749077,24.01148544354833,19.839213402554748
MONTCLARE,46.0078721993476,69.46676117368693,28.089909740275203,22.932203031001585,36.17891473537538,20.10877598353799,19.256468849315063,18.69666185279338,24.69155430544543,19.95738131493224
LOWER WEST SIDE,52.37970136473837,72.68013217136226,26.70951841393058,22.69103179242576,35.41202423878207,20.04922733416377,19.10868384598136,18.760428188497688,24.24371212485921,20.05565788861762
WEST ELSDON,47.41415939559707,69.37497603714647,27.99259778917376,23.1149312814871,36.20802481819938,20.3260442804266,19.4879704722158,18.92380378391596,24.784778901747053,20.12800501729105
NORTH CENTER,52.51959797579688,72.16865109926262,26.73846863663948,22.667675694152628,34.61513186139672,20.179185544463103,18.99782697717392,18.64066979442808,24.231351942445563,19.956776690142817
WEST TOWN,64.64612205253238,75.23834487746947,24.42567752385231,22.17645878132293,28.415292982197148,20.147736387591326,18.39079900622513,18.32873005440942,23.355594724890945,19.739622410011982
SOUTH SHORE,59.47359541473966,74.71755938096481,25.5746202295477,22.499352333762467,31.332548806161604,20.489250050169076,19.017383539676693,18.82998092608021,23.892735445138168,20.028219734538688
GRAND BOULEVARD,54.3849754333496,73.8924140930176,26.2431121826172,22.5390716552735,35.0665985107422,19.9472137451172,19.02490234375,18.74365234375,24.0765371322632,20.0358686447144
CHATHAM,49.0190162658691,71.0698318481445,27.6085144042969,22.886849975586,35.8725982666016,20.2044311523438,19.44970703125,18.9777345657349,24.6931819915771,20.0894060134888
WEST PULLMAN,48.39242771118168,70.40929981689456,27.76206549804688,23.04042653808596,35.80616303222657,20.27419005859374,19.53088071289065,19.023211406555184,24.69889654235835,20.16249973419191
HEGEWISCH,51.28341125049239,71.81389803643076,27.18280976634077,22.889109061672976,34.726349817994645,20.32318149695051,19.45919461162289,19.051403802173827,24.456346250900584,20.155317797748832
NEAR WEST SIDE,70.42568008103376,76.68035976603882,23.115582491417392,21.747607266700925,24.717981358658395,19.513849004743573,17.779786810679983,17.88313910768609,22.743667088144424,19.467855449497787
UPTOWN,82.51728931861587,80.16986895211139,21.248955139932747,21.660037347334885,20.869602328916137,20.869602328916137,17.869418494309066,18.25044851665258,22.260475810570068,19.616705556459024
ENGLEWOOD,51.67830526722643,72.74353295476216,26.90408590412993,22.685195060299883,35.54384643939555,20.060573111514344,19.19883064381803,18.84311213868311,24.304883713184523,20.06445007508163
PORTAGE PARK,47.45312852311405,70.17528715900991,27.71383872196596,22.88953908284504,35.892974274733945,20.112093993439103,19.15978414601293,18.675141803697606,24.52851896505247,19.981876076226943
EDGEWATER,82.148509979248,80.3513717651367,21.2411895751953,21.587045288086,20.7595458984375,20.7595458984375,17.79150390625,18.1662111282349,22.2579202651978,19.5629501342773
WASHINGTON PARK,53.30553188769549,73.43423032724688,26.50671423744601,22.597346936982703,35.25692912535105,19.992422443956222,19.094266458840515,18.78331777289477,24.167603729897724,20.047267167120864
CHICAGO LAWN,47.1270980834961,69.0765380859375,28.0792785644531,23.1637664794922,36.1958557128906,20.3622680664063,19.53173828125,18.9534177780151,24.792013168335,20.1399345397949
EAST GARFIELD PARK,49.1853141784668,70.9232368469238,27.3661437988281,22.84853515625,35.9608551025391,20.1067596435547,19.15087890625,18.6979494094849,24.4747533798218,20.0236539840698
SOUTH LAWNDALE,48.34562567483006,70.22631874197,27.65480846003682,22.99894488849473,36.10472917059768,20.25541836598865,19.28652168375205,18.800671819154232,24.587699114162803,20.096635584985968
AVALON PARK,49.13675082782669,71.14494447597532,27.577462047131142,22.87836928763212,35.86048975730988,20.198330386295417,19.438422908323563,18.97244283283111,24.67557480460714,20.088855861660445
NEAR NORTH SIDE,81.25141128814747,79.60035280237025,21.321283964166525,21.548561941543333,20.311084431400072,20.311084431400072,17.66171582865051,18.004043433553036,22.21041934150719,19.492997561656164
JEFFERSON PARK,47.277811050415,70.0648727416992,27.7509704589844,22.9008575439453,35.8731018066406,20.1133972167969,19.1640625,18.6748046875,24.5367317199707,19.9810094833374
CLEARING,46.51713872400128,68.6238727315718,28.254912127788455,23.141362298730247,36.47771571243136,20.3872212637603,19.614492829330448,18.89466774558852,24.91923134371359,20.09000525690332
FULLER PARK,54.3849754333496,73.8924140930176,26.2431121826172,22.5390716552735,35.0665985107422,19.9472137451172,19.02490234375,18.74365234375,24.0765371322632,20.0358686447144
LOGAN SQUARE,52.025128749586834,72.03319109804144,26.83224130002615,22.687153350640525,34.815715197450615,20.178155185865357,19.02303422607991,18.651016503683504,24.270207561469267,19.965448339829493
HERMOSA,49.2586708068848,71.3124122619629,27.331430053711,22.7729736328125,36.0976348876953,20.0986724853516,19.11572265625,18.6786136627197,24.4439382553101,19.9908008575439
NORTH LAWNDALE,48.74967863439847,70.56361745855664,27.51516922039693,22.92826093322073,36.03668688342562,20.18690684867305,19.219494256893373,18.750867088413774,24.53055204692502,20.063044346244627
BELMONT CRAGIN,48.45757016571108,70.83669297259503,27.51109598545409,22.81745844844549,36.07107708096196,20.10261882621631,19.14404541388696,18.68054433560281,24.49508395289096,19.984362471332027
ALBANY PARK,49.53576940641887,71.69278070603852,27.198878370608167,22.700690590372638,35.9151740124534,20.015293273740504,19.017579959389952,18.621337569838374,24.3593323788067,19.96123090395436
HUMBOLDT PARK,49.22784417011822,71.1488691791274,27.34601780173883,22.804726832036245,36.04015595436705,20.102070949727317,19.130496357989,18.686739118523708,24.45688768702099,20.00460671830797
GAGE PARK,47.44242910664613,69.4043661161683,27.98406149268461,23.11012200598242,36.209223228003495,20.32247697295749,19.483660231641775,18.920887406748783,24.78406647336513,20.12683020152898
LINCOLN PARK,80.93717214223503,79.56599637353061,21.615257269695213,21.79025205175364,21.41846916014235,21.00882289663996,18.054354430262453,18.362600675178584,22.454561177900807,19.700491088552507
MORGAN PARK,48.406863323279765,70.47461725067305,27.759782687386323,22.974657017844116,35.94109441526645,20.24559403094619,19.50401141715575,19.004601365589863,24.723197601326188,20.111595380109755
FOREST GLEN,48.36661433367661,70.92993542845818,27.450394799675767,22.767526803889734,35.76077168424366,20.023851195859255,19.04601281159361,18.610170007759432,24.41336682044285,19.94472105973204
LAKE VIEW,82.64401616332353,80.07908427330759,21.260348871702792,21.694618438392585,20.921959136634747,20.921959136634747,17.908048383651266,18.289731543551238,22.266885916392013,19.642145802897755
WASHINGTON HEIGHTS,49.0190162658691,71.0698318481445,27.6085144042969,22.886849975586,35.8725982666016,20.2044311523438,19.44970703125,18.9777345657349,24.6931819915771,20.0894060134888
EDISON PARK,46.911224792511234,69.7214253961619,27.79752014344929,22.90154923978896,36.07661525137371,20.115558283215982,19.100430124823674,18.585079236420345,24.55626750257013,19.94013201600971
CALUMET HEIGHTS,49.87463997640426,71.42482264330431,27.41434827670933,22.87420427844787,35.848271422173625,20.18842635428075,19.39425663067277,18.99022429460176,24.616910002034157,20.112630214812675
GARFIELD RIDGE,46.75968793747859,68.76690111490012,28.16782340747813,23.1625089442433,36.36766573523301,20.36252528159685,19.54981908974589,18.88888669224856,24.850457408478658,20.11952970265001
GREATER GRAND CROSSING,50.98957351839669,72.38894411808982,27.0785610025412,22.72901279563945,35.64927717358424,20.093128773780705,19.25222555919403,18.87263592630484,24.38171610504472,20.071365837436915
OHARE,44.94160044876335,68.3109296429828,28.309024480496028,23.043884545970744,36.51684541770878,20.23982054217609,19.252354608245994,18.611620879607116,24.801313348851675,19.940561975809253
SOUTH CHICAGO,51.93482228014846,72.18891655664227,26.99032070665477,22.829117772008804,35.3348402591253,20.214342999089023,19.295976294092387,19.000806216898155,24.45942918150437,20.138811474864152
DUNNING,46.83074384209466,69.85431451777323,27.870290092484407,22.911892358243577,35.98075969284733,20.111770365354158,19.19659308096824,18.682499248432045,24.59123521123325,19.97269146134938
ARMOUR SQUARE,54.3849754333496,73.8924140930176,26.2431121826172,22.5390716552735,35.0665985107422,19.9472137451172,19.02490234375,18.74365234375,24.0765371322632,20.0358686447144
MCKINLEY PARK,52.00824637960214,72.43936662830292,26.803469348344663,22.721563820760807,35.47363885347961,20.06916695266474,19.13422346662304,18.77053984892172,24.28295653843491,20.06058211013922
ROGERS PARK,62.88923623110793,77.11005212048055,24.468195892258997,21.88529739379885,30.97572601093417,19.93336865286861,18.35541118685092,18.303489300777056,23.334603390471116,19.682710528080843
WEST GARFIELD PARK,49.1853141784668,70.9232368469238,27.3661437988281,22.84853515625,35.9608551025391,20.1067596435547,19.15087890625,18.6979494094849,24.4747533798218,20.0236539840698
NEW CITY,53.38543260161519,73.25030828418505,26.493234894205,22.62038173421705,35.23324044793394,20.0004978818535,19.090060523089043,18.768368974178436,24.179193631639134,20.04867128109008
BRIGHTON PARK,47.66866666520445,69.61772481299315,27.90519684692589,23.079562184366825,36.192163972053365,20.30268484552372,19.43807378043063,18.89250130983318,24.745962010184066,20.11879832505001
BEVERLY,48.28179872145345,70.329021241182,27.78528656565816,22.998530974889583,35.958075693113,20.25745788875737,19.49293208172732,19.00235701852396,24.7239715270619,20.11742952430258
OAKLAND,54.3849754333496,73.8924140930176,26.2431121826172,22.5390716552735,35.0665985107422,19.9472137451172,19.02490234375,18.74365234375,24.0765371322632,20.0358686447144
NEAR SOUTH SIDE,62.377471468414974,75.54995487100508,24.669807784701216,22.1370325326002,30.22787772143148,19.72776583670346,18.43943170589108,18.35590474688195,23.41643063982277,19.77755710983771
DOUGLAS,54.3849754333496,73.8924140930176,26.2431121826172,22.5390716552735,35.0665985107422,19.9472137451172,19.02490234375,18.74365234375,24.0765371322632,20.0358686447144
